message,category,label_subtype,contains_link,sender_trust_score,link_reputation_score,language_type,ai_generated_score
Can you pick up bread from the store?,ham,personal,0,0.98,1.0,English,0.14
Jaldi! Aapka HDFC account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.29,0.1,Hinglish,0.93
Kal dinner ka mat bhoolna. Time 11:45,ham,personal,0,0.99,1.0,Hinglish,0.08
Exclusive deal for you: 70% off,promo,general_promo,0,0.65,1.0,English,0.32
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.89,1.0,English,0.03
"Hey, are we meeting for dinner today? Let me know",ham,personal,0,0.98,1.0,English,0.21
Get 5% cashback on credit card spends,promo,general_promo,0,0.69,1.0,English,0.4
ನಾಳೆ meeting ಮರೆಯಬೇಡಿ. ಸಮಯ 8:55,ham,personal,0,0.91,1.0,Kannada,0.04
Did you finish the assignment?,ham,personal,0,0.87,1.0,English,0.26
"Running 16 minutes late, stuck in traffic",ham,personal,0,0.86,1.0,English,0.11
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-7935821507,spam,general_spam,0,0.08,1.0,Hindi,0.89
Package will be delivered today between 10-4,ham,personal,0,0.8,1.0,English,0.25
सरकारी योजना: ₹5000 हर महीने। YES भेजें,spam,general_spam,0,0.04,1.0,Hindi,0.9
Sarkari yojana: ₹10000 har mahine. YES bhejo,spam,general_spam,0,0.05,1.0,Hinglish,0.94
Credit card par 5% cashback,promo,general_promo,0,0.67,1.0,Hinglish,0.41
See you at cafe,ham,personal,0,0.98,1.0,English,0.21
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.27,0.03,Hinglish,0.86
ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ನಲ್ಲಿ 15% ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್,promo,general_promo,0,0.72,1.0,Kannada,0.38
ಫ್ಲಾಶ್ ಸೇಲ್! laptop ನಲ್ಲಿ 60% ರಿಯಾಯಿತಿ. ಶಾಪಿಂಗ್: http://secure-site.com,promo,general_promo,1,0.6,0.85,Kannada,0.34
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.86,1.0,Kannada,0.02
Free ho toh call karna,ham,personal,0,0.88,1.0,Hinglish,0.26
"Running 22 minutes late, stuck in traffic",ham,personal,0,0.96,1.0,English,0.06
"37 मिनट लेट, ट्रैफिक में",ham,personal,0,0.84,1.0,Hindi,0.05
Limited time: 1 kharido 1 free. Code SAVE11,promo,general_promo,0,0.68,1.0,Hinglish,0.46
जल्दी! आपका SBI खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.23,0.07,Hindi,0.81
Free shipping on orders above ₹50000,promo,general_promo,0,0.61,1.0,English,0.57
CONGRATULATIONS! You won car. Claim: http://phish-site.com,spam,prize_scams,1,0.14,0.15,English,0.85
Weekend special: Extra 60% off. Shop: http://secure-site.com,promo,general_promo,1,0.58,0.8,English,0.46
Store se milk le aana,ham,personal,0,0.9,1.0,Hinglish,0.14
Weekend special: Extra 70% off. Shop: http://secure-site.com,promo,general_promo,1,0.53,0.73,English,0.39
Weekend special: Extra 50% off. Shop: http://secure-site.com,promo,general_promo,1,0.69,0.72,English,0.37
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.27,0.11,English,0.77
Kal dinner ka mat bhoolna. Time 12:17,ham,personal,0,0.89,1.0,Hinglish,0.21
Jaldi! Aapka Axis account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.14,0.16,Hinglish,0.9
Free ho toh call karna,ham,personal,0,0.84,1.0,Hinglish,0.06
New laptop collection launched! Use code SAVE16,promo,general_promo,0,0.67,1.0,English,0.38
Can you pick up medicine from the store?,ham,personal,0,0.94,1.0,English,0.27
Loan approved! Get ₹10000 instantly. No documents. Reply YES,spam,financial_scams,0,0.12,1.0,English,0.85
Package will be delivered today between 2-5,ham,personal,0,0.82,1.0,English,0.09
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.04,0.12,English,0.91
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.59,1.0,Hinglish,0.44
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.18,1.0,Hindi,0.97
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.96,1.0,English,0.19
Store se medicine le aana,ham,personal,0,0.83,1.0,Hinglish,0.11
"11 minute late, traffic mein",ham,personal,0,0.93,1.0,Hinglish,0.01
"Hey, are we meeting for dinner today? Let me know",ham,personal,0,0.92,1.0,English,0.13
फ्लैश सेल! laptop पर 40% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.51,0.84,Hindi,0.35
Your Amazon Prime subscription expiring soon. Renew now,promo,service_updates,0,0.79,1.0,English,0.43
You are selected for ₹25000 cash prize. Call +91-8929052720,spam,prize_scams,0,0.19,1.0,English,0.9
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.9,1.0,English,0.18
Meeting rescheduled to 10:33,ham,personal,0,0.82,1.0,English,0.15
ಇಂದು meeting ಯಾವಾಗ?,ham,personal,0,0.83,1.0,Kannada,0.14
"ಹೇ, ನಾಳೆ dinner ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.82,1.0,Kannada,0.24
"Running 23 minutes late, stuck in traffic",ham,personal,0,0.99,1.0,English,0.09
What time is your flight?,ham,personal,0,0.94,1.0,English,0.07
Credit card par 10% cashback,promo,general_promo,0,0.69,1.0,Hinglish,0.32
कल meeting का मत भूलना। समय 3:51,ham,personal,0,0.92,1.0,Hindi,0.25
You are selected for ₹10000 cash prize. Call +91-9501672668,spam,prize_scams,0,0.22,1.0,English,0.75
Exclusive deal for you: 60% off,promo,general_promo,0,0.62,1.0,English,0.5
Seasonal sale: Prices slashed by 50%,promo,promotional_offers,0,0.77,1.0,English,0.42
कल dinner का मत भूलना। समय 10:32,ham,personal,0,0.91,1.0,Hindi,0.28
Package will be delivered today between 9-11,ham,personal,0,0.96,1.0,English,0.26
Clearance sale: Limited stock available,promo,promotional_offers,0,0.69,1.0,English,0.57
Weekend special: Extra 50% off. Shop: http://secure-site.com,promo,general_promo,1,0.59,0.85,English,0.58
You are selected for ₹10000 cash prize. Call +91-7132897478,spam,prize_scams,0,0.09,1.0,English,0.88
Store se milk le aana,ham,personal,0,0.81,1.0,Hinglish,0.13
Aaj flight kab hai?,ham,personal,0,0.92,1.0,Hinglish,0.2
Work from home: Earn ₹25000 daily. No experience. Reply YES,spam,general_spam,0,0.17,1.0,English,0.85
Kal meeting ka mat bhoolna. Time 6:10,ham,personal,0,0.85,1.0,Hinglish,0.28
Aaj appointment kab hai?,ham,service_updates,0,0.97,1.0,Hinglish,0.01
Government scheme: Get ₹25000 monthly. Send YES,spam,general_spam,0,0.03,1.0,English,0.9
Don't forget about meeting tomorrow at 4:22,ham,personal,0,0.96,1.0,English,0.27
Can you pick up bread from the store?,ham,personal,0,0.89,1.0,English,0.13
Doctor appointment confirmed for 6:50,ham,service_updates,0,0.89,1.0,English,0.02
Aapka Netflix subscription jald khatam. Renew karo,promo,service_updates,0,0.73,1.0,Hinglish,0.33
ಅಭಿನಂದನೆಗಳು! ನೀವು iPhone 15 ಗೆದ್ದಿದ್ದೀರಿ. ಕ್ಲೈಮ್: http://phish-site.com,spam,general_spam,1,0.08,0.11,Kannada,0.74
फ्री हो तो कॉल करना,ham,personal,0,0.94,1.0,Hindi,0.12
Get 10% cashback on credit card spends,promo,general_promo,0,0.61,1.0,English,0.37
जल्दी! आपका HDFC खाता निलंबित। सत्यापित करें: http://phish-site.com,spam,general_spam,1,0.13,0.1,Hindi,0.72
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.97,1.0,English,0.23
"Hey, kal dinner ke liye mil rahe? Time batao",ham,personal,0,0.95,1.0,Hinglish,0.01
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.25,0.05,English,0.93
Special offer: 50% discount,promo,promotional_offers,0,0.77,1.0,Hinglish,0.36
Loan approved! Get ₹5000 instantly. No documents. Reply YES,spam,financial_scams,0,0.2,1.0,English,0.96
Kal lunch ka mat bhoolna. Time 3:32,ham,personal,0,0.83,1.0,Hinglish,0.05
Get 10% cashback on credit card spends,promo,general_promo,0,0.67,1.0,English,0.51
Alert: Aapke account mein suspicious activity. Call +91-8574553514,spam,financial_scams,0,0.12,1.0,Hinglish,0.88
ಇಂದು meeting ಯಾವಾಗ?,ham,personal,0,0.83,1.0,Kannada,0.03
Store se bread le aana,ham,personal,0,0.83,1.0,Hinglish,0.05
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.93,1.0,Hindi,0.13
What time is your flight?,ham,personal,0,0.86,1.0,English,0.13
You are selected for ₹5000 cash prize. Call +91-9076372820,spam,prize_scams,0,0.21,1.0,English,0.81
Kal dinner ka mat bhoolna. Time 8:28,ham,personal,0,0.96,1.0,Hinglish,0.05
Tax refund of ₹25000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.07,0.01,English,0.84
Working from home today,ham,personal,0,0.82,1.0,English,0.23
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE33,promo,general_promo,0,0.56,1.0,Hindi,0.33
Badhai ho! Aap jeete MacBook. Claim: http://phish-site.com,spam,general_spam,1,0.21,0.08,Hinglish,0.73
Can you pick up bread from the store?,ham,personal,0,0.82,1.0,English,0.27
कल lunch का मत भूलना। समय 4:42,ham,personal,0,0.84,1.0,Hindi,0.21
Don't forget about meeting tomorrow at 8:03,ham,personal,0,0.94,1.0,English,0.1
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.52,1.0,Hindi,0.36
ಸ್ಟೋರ್ನಿಂದ milk ತೆಗೆದುಕೊಳ್ಳಿ,ham,personal,0,0.97,1.0,Kannada,0.14
Limited time: 1 kharido 1 free. Code SAVE16,promo,general_promo,0,0.6,1.0,Hinglish,0.35
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.19,0.14,English,0.83
Limited time: Buy 1 Get 1 Free on fashion. Code: SAVE13,promo,general_promo,0,0.57,1.0,English,0.37
कल meeting का मत भूलना। समय 7:42,ham,personal,0,0.84,1.0,Hindi,0.18
Sarkari yojana: ₹5000 har mahine. YES bhejo,spam,general_spam,0,0.23,1.0,Hinglish,0.9
सीमित समय: 1 खरीदो 1 मुफ्त। कोड SAVE23,promo,general_promo,0,0.64,1.0,Hindi,0.48
Sarkari yojana: ₹5000 har mahine. YES bhejo,spam,general_spam,0,0.18,1.0,Hinglish,0.93
Member exclusive: Extra 60% off,promo,general_promo,0,0.56,1.0,English,0.56
बधाई! आपने iPhone 15 जीता। दावा करें: http://phish-site.com,spam,general_spam,1,0.28,0.04,Hindi,0.92
Tax refund of ₹25000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.2,0.19,English,0.89
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.02,0.1,English,0.99
फ्री हो तो कॉल करना,ham,personal,0,0.88,1.0,Hindi,0.15
"45 ನಿಮಿಷ ತಡವಾಗಿ, ಟ್ರಾಫಿಕ್ನಲ್ಲಿ",ham,personal,0,0.92,1.0,Kannada,0.29
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.07,0.13,English,0.71
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-8221442933,spam,general_spam,0,0.06,1.0,Hindi,0.76
CONGRATULATIONS! You won car. Claim: http://phish-site.com,spam,prize_scams,1,0.1,0.18,English,0.85
Jaldi! Aapka HDFC account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.22,0.17,Hinglish,0.84
Free ho toh call karna,ham,personal,0,0.97,1.0,Hinglish,0.07
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.18,0.07,Hinglish,0.75
Aaj flight kab hai?,ham,personal,0,0.84,1.0,Hinglish,0.07
स्टोर से medicine ले आना,ham,personal,0,0.93,1.0,Hindi,0.22
FLASH SALE: 40% OFF on watch. Shop now: http://secure-site.com,promo,promotional_offers,1,0.76,0.74,English,0.59
आपका Amazon Prime सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.78,1.0,Hindi,0.6
ಲೋನ್ ಅನುಮೋದಿತ! ₹25000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.05,1.0,Kannada,0.78
Store se medicine le aana,ham,personal,0,0.87,1.0,Hinglish,0.1
"19 minute late, traffic mein",ham,personal,0,0.8,1.0,Hinglish,0.05
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.17,0.05,Hinglish,0.89
विशेष ऑफर: 40% छूट,promo,general_promo,0,0.5,1.0,Hindi,0.44
Free shipping on orders above ₹50000,promo,general_promo,0,0.6,1.0,English,0.44
Alert: Aapke account mein suspicious activity. Call +91-7810697018,spam,financial_scams,0,0.25,1.0,Hinglish,0.83
Thanks for your help with work,ham,personal,0,0.92,1.0,English,0.23
Working from home today,ham,personal,0,0.88,1.0,English,0.27
Package will be delivered today between 10-10,ham,personal,0,0.97,1.0,English,0.27
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.99,1.0,Kannada,0.21
Bank error: Extra ₹50000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.06,0.12,English,0.92
Store se milk le aana,ham,personal,0,0.96,1.0,Hinglish,0.24
Thanks for your help with work,ham,personal,0,0.83,1.0,English,0.01
Special offer: 70% discount,promo,promotional_offers,0,0.74,1.0,Hinglish,0.5
"CONGRATULATIONS! You won ₹50,000. Claim: http://phish-site.com",spam,prize_scams,1,0.18,0.17,English,0.74
Kal meeting ka mat bhoolna. Time 12:03,ham,personal,0,0.97,1.0,Hinglish,0.14
Kal lunch ka mat bhoolna. Time 7:06,ham,personal,0,0.81,1.0,Hinglish,0.16
"Running 25 minutes late, stuck in traffic",ham,personal,0,0.8,1.0,English,0.24
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.88,1.0,English,0.21
Happy birthday! 🎉 See you tonight!,ham,personal,0,0.98,1.0,English,0.1
"हे, कल dinner के लिए मिल रहे? समय बताओ",ham,personal,0,0.88,1.0,Hindi,0.03
Doctor appointment confirmed for 2:27,ham,service_updates,0,0.91,1.0,English,0.18
सरकारी योजना: ₹10000 हर महीने। YES भेजें,spam,general_spam,0,0.25,1.0,Hindi,0.72
Thanks for your help with study,ham,personal,0,0.85,1.0,English,0.14
Sarkari yojana: ₹50000 har mahine. YES bhejo,spam,general_spam,0,0.22,1.0,Hinglish,0.74
फ्री हो तो कॉल करना,ham,personal,0,0.85,1.0,Hindi,0.17
चेतावनी: आपके खाते में संदिग्ध गतिविधि। कॉल +91-7502212066,spam,general_spam,0,0.06,1.0,Hindi,0.88
Aapka Spotify subscription jald khatam. Renew karo,promo,service_updates,0,0.73,1.0,Hinglish,0.35
Flash sale! headphones par 70% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.72,0.82,Hinglish,0.38
Loan approved! Get ₹5000 instantly. No documents. Reply YES,spam,financial_scams,0,0.09,1.0,English,0.72
Member exclusive: Extra 50% off,promo,general_promo,0,0.54,1.0,English,0.4
आज meeting कब है?,ham,personal,0,0.8,1.0,Hindi,0.28
"Hey, kal meeting ke liye mil rahe? Time batao",ham,personal,0,0.94,1.0,Hinglish,0.04
Exclusive deal for you: 20% off,promo,general_promo,0,0.79,1.0,English,0.59
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.23,0.06,English,0.86
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.54,1.0,Kannada,0.43
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.66,1.0,Hindi,0.4
Special offer: laptop at 40% discount,promo,promotional_offers,0,0.57,1.0,English,0.44
Flash sale! watch par 60% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.6,0.76,Hinglish,0.54
Can you pick up milk from the store?,ham,personal,0,0.89,1.0,English,0.17
"Hey, kal lunch ke liye mil rahe? Time batao",ham,personal,0,0.96,1.0,Hinglish,0.07
Aaj flight kab hai?,ham,personal,0,0.91,1.0,Hinglish,0.24
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹5000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.29,1.0,Kannada,0.79
Credit card par 5% cashback,promo,general_promo,0,0.76,1.0,Hinglish,0.44
FLASH SALE: 70% OFF on smartphone. Shop now: http://secure-site.com,promo,promotional_offers,1,0.66,0.72,English,0.47
Work from home: Earn ₹50000 daily. No experience. Reply YES,spam,general_spam,0,0.29,1.0,English,0.87
Limited time: 1 kharido 1 free. Code SAVE41,promo,general_promo,0,0.59,1.0,Hinglish,0.44
Birthday treat: 20% off for you!,promo,general_promo,0,0.75,1.0,English,0.36
Birthday treat: 60% off for you!,promo,general_promo,0,0.54,1.0,English,0.49
Get 15% cashback on credit card spends,promo,general_promo,0,0.63,1.0,English,0.39
URGENT: Your Axis account suspended. Verify now: http://phish-site.com,spam,financial_scams,1,0.11,0.18,English,0.91
Free ho toh call karna,ham,personal,0,0.82,1.0,Hinglish,0.24
Aapka Netflix subscription jald khatam. Renew karo,promo,service_updates,0,0.53,1.0,Hinglish,0.41
क्रेडिट कार्ड पर 10% कैशबैक,promo,general_promo,0,0.58,1.0,Hindi,0.32
Work from home: Earn ₹10000 daily. No experience. Reply YES,spam,general_spam,0,0.28,1.0,English,0.97
स्टोर से bread ले आना,ham,personal,0,0.89,1.0,Hindi,0.04
Jaldi! Aapka SBI account suspend. Verify: http://phish-site.com,spam,financial_scams,1,0.08,0.12,Hinglish,0.88
"ಹೇ, ನಾಳೆ lunch ಗೆ ಭೇಟಿ ಮಾಡುತ್ತಿದ್ದೀರಾ? ಸಮಯ ತಿಳಿಸಿ",ham,personal,0,0.95,1.0,Kannada,0.23
Tax refund of ₹10000 approved. Claim: http://phish-site.com,spam,general_spam,1,0.25,0.05,English,0.83
Flash sale! headphones par 30% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.69,0.82,Hinglish,0.42
आपका Spotify सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.77,1.0,Hindi,0.54
Bank error: Extra ₹5000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.3,0.18,English,0.9
Did you finish the report?,ham,personal,0,0.88,1.0,English,0.09
ಸರ್ಕಾರಿ ಯೋಜನೆ: ₹5000 ಪ್ರತಿ ತಿಂಗಳು. YES ಕಳುಹಿಸಿ,spam,general_spam,0,0.24,1.0,Kannada,0.75
See you at cafe,ham,personal,0,0.81,1.0,English,0.24
"29 मिनट लेट, ट्रैफिक में",ham,personal,0,0.93,1.0,Hindi,0.17
सरकारी योजना: ₹25000 हर महीने। YES भेजें,spam,general_spam,0,0.27,1.0,Hindi,0.82
Seasonal sale: Prices slashed by 30%,promo,promotional_offers,0,0.75,1.0,English,0.41
क्रेडिट कार्ड पर 5% कैशबैक,promo,general_promo,0,0.54,1.0,Hindi,0.37
Did you finish the presentation?,ham,personal,0,0.82,1.0,English,0.06
फ्लैश सेल! smartphone पर 30% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.62,0.85,Hindi,0.38
Kal dinner ka mat bhoolna. Time 10:32,ham,personal,0,0.92,1.0,Hinglish,0.19
"28 मिनट लेट, ट्रैफिक में",ham,personal,0,0.88,1.0,Hindi,0.16
You are selected for ₹10000 cash prize. Call +91-7052532880,spam,prize_scams,0,0.15,1.0,English,1.0
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.96,1.0,Kannada,0.22
Store se milk le aana,ham,personal,0,0.99,1.0,Hinglish,0.04
आज appointment कब है?,ham,service_updates,0,0.96,1.0,Hindi,0.17
ನಿಮ್ಮ Netflix ಚಂದಾದಾರಿಕೆ ಶೀಘ್ರದಲ್ಲೇ ಮುಗಿಯುತ್ತದೆ. ನವೀಕರಿಸಿ,promo,general_promo,0,0.61,1.0,Kannada,0.46
ऋण स्वीकृत! ₹50000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.19,1.0,Hindi,0.77
Member exclusive: Extra 60% off,promo,general_promo,0,0.72,1.0,English,0.38
फ्लैश सेल! smartphone पर 20% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.52,0.82,Hindi,0.39
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.24,0.04,English,0.99
आपका Netflix सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.77,1.0,Hindi,0.41
You are selected for ₹50000 cash prize. Call +91-9607614152,spam,prize_scams,0,0.16,1.0,English,0.98
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,0.94,1.0,Hindi,0.12
आपका Spotify सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.57,1.0,Hindi,0.42
कल dinner का मत भूलना। समय 10:46,ham,personal,0,1.0,1.0,Hindi,0.08
SECURITY ALERT: Suspicious login detected. Secure account: http://phish-site.com,spam,financial_scams,1,0.12,0.06,English,0.96
फ्लैश सेल! watch पर 40% छूट। खरीदारी: http://secure-site.com,promo,general_promo,1,0.63,0.83,Hindi,0.59
Loan approved! Get ₹10000 instantly. No documents. Reply YES,spam,financial_scams,0,0.08,1.0,English,0.98
फ्री हो तो कॉल करना,ham,personal,0,0.85,1.0,Hindi,0.06
ಇಂದು meeting ಯಾವಾಗ?,ham,personal,0,0.88,1.0,Kannada,0.24
Store se bread le aana,ham,personal,0,0.99,1.0,Hinglish,0.09
Your Netflix subscription expiring soon. Renew now,promo,service_updates,0,0.67,1.0,English,0.42
Doctor appointment confirmed for 9:52,ham,service_updates,0,0.96,1.0,English,0.29
ऋण स्वीकृत! ₹25000 मिल रहा। कोई कागजात नहीं। YES जवाब दें,spam,general_spam,0,0.16,1.0,Hindi,0.83
"44 minute late, traffic mein",ham,personal,0,0.8,1.0,Hinglish,0.29
आज flight कब है?,ham,personal,0,0.82,1.0,Hindi,0.02
Badhai ho! Aap jeete iPhone 15. Claim: http://phish-site.com,spam,general_spam,1,0.06,0.14,Hinglish,0.84
सरकारी योजना: ₹10000 हर महीने। YES भेजें,spam,general_spam,0,0.03,1.0,Hindi,0.75
Free ho toh call karna,ham,personal,0,0.85,1.0,Hinglish,0.28
Thanks for your help with study,ham,personal,0,0.95,1.0,English,0.23
Package will be delivered today between 12-3,ham,personal,0,0.87,1.0,English,0.1
Alert: Aapke account mein suspicious activity. Call +91-7113558451,spam,financial_scams,0,0.14,1.0,Hinglish,0.98
Bank error: Extra ₹5000 credited. Verify: http://phish-site.com,spam,financial_scams,1,0.07,0.07,English,0.92
ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಸಂಶಯಾಸ್ಪದ ಚಟುವಟಿಕೆ. ಕಾಲ್ +91-9113135604,spam,general_spam,0,0.02,1.0,Kannada,0.92
Special offer: 50% discount,promo,promotional_offers,0,0.61,1.0,Hinglish,0.52
ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ಖಾತೆಯಲ್ಲಿ ಸಂಶಯಾಸ್ಪದ ಚಟುವಟಿಕೆ. ಕಾಲ್ +91-7424893776,spam,general_spam,0,0.15,1.0,Kannada,0.88
आपका Amazon Prime सब्सक्रिप्शन जल्द खत्म। नवीनीकरण करें,promo,general_promo,0,0.75,1.0,Hindi,0.52
Limited time: 1 kharido 1 free. Code SAVE16,promo,general_promo,0,0.74,1.0,Hinglish,0.46
Work from home: Earn ₹10000 daily. No experience. Reply YES,spam,general_spam,0,0.17,1.0,English,0.81
Your UPI will be deactivated. Verify now: http://phish-site.com,spam,phishing_scams,1,0.01,0.05,English,0.7
See you at office,ham,personal,0,0.82,1.0,English,0.12
Clearance sale: Limited stock available,promo,promotional_offers,0,0.51,1.0,English,0.38
आज appointment कब है?,ham,service_updates,0,0.97,1.0,Hindi,0.09
आज flight कब है?,ham,personal,0,0.88,1.0,Hindi,0.13
New headphones collection launched! Use code SAVE38,promo,general_promo,0,0.73,1.0,English,0.38
Free shipping on orders above ₹10000,promo,general_promo,0,0.61,1.0,English,0.35
Free ho toh call karna,ham,personal,0,0.93,1.0,Hinglish,0.18
ಲೋನ್ ಅನುಮೋದಿತ! ₹10000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.16,1.0,Kannada,0.93
सरकारी योजना: ₹5000 हर महीने। YES भेजें,spam,general_spam,0,0.21,1.0,Hindi,0.95
"Hey, are we meeting for meeting today? Let me know",ham,personal,0,0.98,1.0,English,0.01
Get 5% cashback on credit card spends,promo,general_promo,0,0.65,1.0,English,0.49
Alert: Aapke account mein suspicious activity. Call +91-8645256255,spam,financial_scams,0,0.11,1.0,Hinglish,0.98
Your Spotify subscription expiring soon. Renew now,promo,service_updates,0,0.61,1.0,English,0.33
Aaj meeting kab hai?,ham,personal,0,0.95,1.0,Hinglish,0.27
ನಾಳೆ meeting ಮರೆಯಬೇಡಿ. ಸಮಯ 2:12,ham,personal,0,0.94,1.0,Kannada,0.23
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.07,0.14,English,0.86
Flash sale! watch par 30% off. Shopping: http://secure-site.com,promo,promotional_offers,1,0.6,0.78,Hinglish,0.45
Your device has virus. Download antivirus: http://phish-site.com,spam,general_spam,1,0.04,0.07,English,0.82
Badhai ho! Aap jeete car. Claim: http://phish-site.com,spam,general_spam,1,0.18,0.02,Hinglish,0.72
"हे, कल meeting के लिए मिल रहे? समय बताओ",ham,personal,0,1.0,1.0,Hindi,0.0
FLASH SALE: 20% OFF on watch. Shop now: http://secure-site.com,promo,promotional_offers,1,0.65,0.84,English,0.55
ಉಚಿತವಾಗಿದ್ದರೆ ಕರೆ ಮಾಡಿ,ham,personal,0,0.87,1.0,Kannada,0.09
ತ್ವರಿತ! ನಿಮ್ಮ HDFC ಖಾತೆ ನಿಲ್ಲಿಸಲಾಗಿದೆ. ಧೃಡೀಕರಿಸಿ: http://phish-site.com,spam,general_spam,1,0.2,0.18,Kannada,0.8
"12 मिनट लेट, ट्रैफिक में",ham,personal,0,0.89,1.0,Hindi,0.14
Aapka Amazon Prime subscription jald khatam. Renew karo,promo,service_updates,0,0.53,1.0,Hinglish,0.51
Government scheme: Get ₹5000 monthly. Send YES,spam,general_spam,0,0.05,1.0,English,0.88
Your package delivery failed. Confirm address: http://phish-site.com,spam,general_spam,1,0.15,0.19,English,0.82
Your Spotify subscription expired. Update payment: http://phish-site.com,spam,general_spam,1,0.12,0.05,English,0.91
Aadhaar verification failed. Update immediately: http://phish-site.com,spam,general_spam,1,0.03,0.1,English,0.77
ಲೋನ್ ಅನುಮೋದಿತ! ₹5000 ಸಿಗುತ್ತಿದೆ. ಯಾವುದೇ ದಾಖಲೆಗಳಿಲ್ಲ. YES ಉತ್ತರಿಸಿ,spam,general_spam,0,0.07,1.0,Kannada,0.95
